,date,time,hand,Name,Ante/Bet,Winnings,Profit
2,2020-06-04,22:36:00.677854,24,Mr.Pink,330,505,175
3,2020-06-04,22:36:00.677854,24,Judogi,320,440,120
4,2020-06-04,22:36:00.677854,24,Clyde,430,465,35
6,2020-06-04,22:36:00.677854,24,Bartman,520,540,20
0,2020-06-04,22:36:00.677854,24,JohnAlba,360,240,-120
1,2020-06-04,22:36:00.677854,24,Mercer,255,135,-120
5,2020-06-04,22:36:00.677854,24,Bornstein,320,140,-180
