,date,time,hand,Name,Ante/Bet,Winnings,Profit
4,2020-08-27,20:36:52.438007,7,Judogi,85,150,65
2,2020-08-27,20:36:52.438007,7,Dinkya,190,230,40
3,2020-08-27,20:36:52.438007,7,Mr.Pink,10,0,-10
1,2020-08-27,20:36:52.438007,7,Bornstein,40,0,-40
0,2020-08-27,20:36:52.438007,7,Bartman,130,75,-55
