,date,time,hand,Name,Ante/Bet,Winnings,Profit
3,2020-06-04,21:04:22.792923,7,Bornstein,75,140,65
0,2020-06-04,21:04:22.792923,7,Mr.Pink,75,135,60
5,2020-06-04,21:04:22.792923,7,JohnAlba,15,0,-15
1,2020-06-04,21:04:22.792923,7,Judogi,20,0,-20
2,2020-06-04,21:04:22.792923,7,Clyde,45,0,-45
4,2020-06-04,21:04:22.792923,7,Bartman,45,0,-45
