,date,time,hand,Name,Ante/Bet,Winnings,Profit
6,2020-06-18,20:33:15.756786,14,Tardie,135,360,225
0,2020-06-18,20:33:15.756786,14,Mercer,90,195,105
3,2020-06-18,20:33:15.756786,14,Grout,95,165,70
5,2020-06-18,20:33:15.756786,14,JohnAlba,30,0,-30
7,2020-06-18,20:33:15.756786,14,Clyde,65,0,-65
2,2020-06-18,20:33:15.756786,14,Bornstein,75,0,-75
4,2020-06-18,20:33:15.756786,14,Mr.Pink,110,0,-110
1,2020-06-18,20:33:15.756786,14,Judogi,120,0,-120
