,date,time,hand,Name,Ante/Bet,Winnings,Profit
4,2020-06-04,22:10:12.401251,20,Mr.Pink,310,505,195
5,2020-06-04,22:10:12.401251,20,Judogi,235,260,25
2,2020-06-04,22:10:12.401251,20,JohnAlba,225,240,15
6,2020-06-04,22:10:12.401251,20,Clyde,320,315,-5
3,2020-06-04,22:10:12.401251,20,Mercer,190,135,-55
0,2020-06-04,22:10:12.401251,20,Bornstein,230,140,-90
1,2020-06-04,22:10:12.401251,20,Bartman,360,205,-155
