,date,time,hand,Name,Ante/Bet,Winnings,Profit
0,2020-07-09,22:40:04.516991,52,Bronislav,540,995,455
2,2020-07-09,22:40:04.516991,52,Tardie,350,480,130
6,2020-07-09,22:40:04.516991,52,Brian,295,260,-35
4,2020-07-09,22:40:04.516991,52,Clyde,450,365,-85
5,2020-07-09,22:40:04.516991,52,Judogi,230,130,-100
1,2020-07-09,22:40:04.516991,52,Mr.Pink,480,325,-155
3,2020-07-09,22:40:04.516991,52,Bornstein,430,220,-210
