,date,time,hand,Name,Ante/Bet,Winnings,Profit
0,2020-08-27,21:04:26.576396,14,Dinkya,330,450,120
2,2020-08-27,21:04:26.576396,14,Judogi,125,150,25
3,2020-08-27,21:04:26.576396,14,Bartman,240,205,-35
4,2020-08-27,21:04:26.576396,14,Bornstein,135,90,-45
1,2020-08-27,21:04:26.576396,14,Mr.Pink,65,0,-65
