,date,time,hand,Name,Ante/Bet,Winnings,Profit
3,2020-08-20,22:21:42.417388,31,Clyde,390,465,75
2,2020-08-20,22:21:42.417388,31,Grout,330,395,65
1,2020-08-20,22:21:42.417388,31,Bronislav,550,590,40
5,2020-08-20,22:21:42.417388,31,Judogi,380,395,15
4,2020-08-20,22:21:42.417388,31,Brian,260,260,0
0,2020-08-20,22:21:42.417388,31,Bornstein,590,395,-195
