,date,time,hand,Name,Ante/Bet,Winnings,Profit
3,2020-08-13,21:52:54.897953,29,Bornstein,455,945,490
4,2020-08-13,21:52:54.897953,29,Brian,215,315,100
2,2020-08-13,21:52:54.897953,29,Judogi,210,160,-50
1,2020-08-13,21:52:54.897953,29,Clyde,165,95,-70
6,2020-08-13,21:52:54.897953,29,Bartman,395,315,-80
0,2020-08-13,21:52:54.897953,29,Jeff,270,170,-100
5,2020-08-13,21:52:54.897953,29,Bronislav,355,240,-115
