,date,time,hand,Name,Ante/Bet,Winnings,Profit
1,2020-07-01,21:09:59.292033,24,Bornstein,240,320,80
4,2020-07-01,21:09:59.292033,24,Brian,230,310,80
0,2020-07-01,21:09:59.292033,24,Judogi,245,260,15
5,2020-07-01,21:09:59.292033,24,Jeff,110,110,0
2,2020-07-01,21:09:59.292033,24,Clyde,240,215,-25
3,2020-07-01,21:09:59.292033,24,Bronislav,315,165,-150
