,date,time,hand,Name,Ante/Bet,Winnings,Profit
5,2020-08-20,21:56:29.182484,25,Clyde,330,465,135
3,2020-08-20,21:56:29.182484,25,Bronislav,375,465,90
1,2020-08-20,21:56:29.182484,25,Judogi,215,275,60
0,2020-08-20,21:56:29.182484,25,Brian,235,260,25
4,2020-08-20,21:56:29.182484,25,Grout,235,160,-75
2,2020-08-20,21:56:29.182484,25,Bornstein,395,160,-235
