,date,time,hand,Name,Ante/Bet,Winnings,Profit
2,2020-07-01,21:53:36.090962,36,Judogi,370,540,170
0,2020-07-01,21:53:36.090962,36,Brian,385,525,140
3,2020-07-01,21:53:36.090962,36,Bornstein,330,320,-10
5,2020-07-01,21:53:36.090962,36,Bronislav,515,440,-75
1,2020-07-01,21:53:36.090962,36,Jeff,215,110,-105
4,2020-07-01,21:53:36.090962,36,Clyde,335,215,-120
