,date,time,hand,Name,Ante/Bet,Winnings,Profit
0,2020-08-27,22:03:38.065790,29,Dinkya,910,1065,155
2,2020-08-27,22:03:38.065790,29,Judogi,305,435,130
1,2020-08-27,22:03:38.065790,29,Mr.Pink,330,305,-25
4,2020-08-27,22:03:38.065790,29,Bornstein,475,395,-80
3,2020-08-27,22:03:38.065790,29,Bartman,490,310,-180
