,date,time,hand,Name,Ante/Bet,Winnings,Profit
3,2020-07-09,20:15:22.652029,15,Brian,45,100,55
4,2020-07-09,20:15:22.652029,15,Bronislav,65,100,35
1,2020-07-09,20:15:22.652029,15,Clyde,10,0,-10
2,2020-07-09,20:15:22.652029,15,Judogi,15,0,-15
0,2020-07-09,20:15:22.652029,15,Bornstein,30,0,-30
5,2020-07-09,20:15:22.652029,15,Mr.Pink,35,0,-35
