,date,time,hand,Name,Ante/Bet,Winnings,Profit
3,2020-06-25,22:34:49.909885,55,Clyde,550,1110,560
6,2020-06-25,22:34:49.909885,55,Brian,400,450,50
2,2020-06-25,22:34:49.909885,55,Judogi,220,200,-20
0,2020-06-25,22:34:49.909885,55,Bronislav,390,345,-45
4,2020-06-25,22:34:49.909885,55,Bornstein,485,385,-100
1,2020-06-25,22:34:49.909885,55,Bartman,365,170,-195
5,2020-06-25,22:34:49.909885,55,Mr.Pink,505,255,-250
