,date,time,hand,Name,Ante/Bet,Winnings,Profit
3,2020-06-04,22:25:13.034338,22,Mr.Pink,320,505,185
4,2020-06-04,22:25:13.034338,22,Judogi,310,440,130
0,2020-06-04,22:25:13.034338,22,Bartman,435,390,-45
5,2020-06-04,22:25:13.034338,22,Clyde,370,315,-55
1,2020-06-04,22:25:13.034338,22,JohnAlba,310,240,-70
2,2020-06-04,22:25:13.034338,22,Mercer,220,135,-85
6,2020-06-04,22:25:13.034338,22,Bornstein,270,140,-130
