,date,time,hand,Name,Ante/Bet,Winnings,Profit
2,2020-08-27,21:43:26.517131,23,Dinkya,750,905,155
4,2020-08-27,21:43:26.517131,23,Judogi,250,335,85
3,2020-08-27,21:43:26.517131,23,Mr.Pink,300,305,5
1,2020-08-27,21:43:26.517131,23,Bornstein,455,395,-60
0,2020-08-27,21:43:26.517131,23,Bartman,390,205,-185
