,date,time,hand,Name,Ante/Bet,Winnings,Profit
2,2020-06-10,16:54:16.826411,11,Clyde,60,80,20
1,2020-06-10,16:54:16.826411,11,Mr.Pink,40,30,-10
3,2020-06-10,16:54:16.826411,11,Bornstein,60,50,-10
0,2020-06-10,16:54:16.826411,11,Bartman,50,20,-30
