,date,time,hand,Name,Ante/Bet,Winnings,Profit
4,2020-06-10,16:37:17.572429,6,Clyde,40,60,20
0,2020-06-10,16:37:17.572429,6,Bornstein,40,50,10
2,2020-06-10,16:37:17.572429,6,Mr.Pink,20,30,10
3,2020-06-10,16:37:17.572429,6,Tardie,10,0,-10
1,2020-06-10,16:37:17.572429,6,Bartman,30,0,-30
