,date,time,hand,Name,Ante/Bet,Winnings,Profit
2,2020-07-30,20:58:17.073233,8,Bronislav,165,325,160
3,2020-07-30,20:58:17.073233,8,Bornstein,115,185,70
4,2020-07-30,20:58:17.073233,8,Tardie,70,140,70
0,2020-07-30,20:58:17.073233,8,Bartman,90,0,-90
5,2020-07-30,20:58:17.073233,8,Judogi,90,0,-90
1,2020-07-30,20:58:17.073233,8,Brian,120,0,-120
