,date,time,hand,Name,Ante/Bet,Winnings,Profit
2,2020-06-25,21:02:02.408781,32,Clyde,235,525,290
0,2020-06-25,21:02:02.408781,32,Bronislav,185,175,-10
1,2020-06-25,21:02:02.408781,32,Bartman,30,0,-30
3,2020-06-25,21:02:02.408781,32,Bornstein,225,155,-70
5,2020-06-25,21:02:02.408781,32,Brian,170,100,-70
4,2020-06-25,21:02:02.408781,32,Mr.Pink,245,135,-110
