,date,time,hand,Name,Ante/Bet,Winnings,Profit
3,2020-07-30,20:40:08.720734,5,Bronislav,85,185,100
4,2020-07-30,20:40:08.720734,5,Bornstein,105,185,80
5,2020-07-30,20:40:08.720734,5,Tardie,10,0,-10
1,2020-07-30,20:40:08.720734,5,Bartman,40,0,-40
0,2020-07-30,20:40:08.720734,5,Judogi,45,0,-45
2,2020-07-30,20:40:08.720734,5,Brian,85,0,-85
