,date,time,hand,Name,Ante/Bet,Winnings,Profit
1,2020-07-01,22:04:20.339771,39,Judogi,380,540,160
5,2020-07-01,22:04:20.339771,39,Brian,395,525,130
4,2020-07-01,22:04:20.339771,39,Bronislav,565,555,-10
2,2020-07-01,22:04:20.339771,39,Bornstein,370,320,-50
0,2020-07-01,22:04:20.339771,39,Jeff,305,220,-85
3,2020-07-01,22:04:20.339771,39,Clyde,360,215,-145
