,date,time,hand,Name,Ante/Bet,Winnings,Profit
2,2020-07-01,20:30:06.655987,11,Brian,130,205,75
4,2020-07-01,20:30:06.655987,11,Bornstein,160,205,45
0,2020-07-01,20:30:06.655987,11,Clyde,65,55,-10
3,2020-07-01,20:30:06.655987,11,Judogi,45,0,-45
1,2020-07-01,20:30:06.655987,11,Bronislav,115,50,-65
