,date,time,hand,Name,Ante/Bet,Winnings,Profit
2,2020-06-25,20:38:07.128423,24,Bronislav,100,175,75
0,2020-06-25,20:38:07.128423,24,Mr.Pink,110,135,25
3,2020-06-25,20:38:07.128423,24,Clyde,80,100,20
1,2020-06-25,20:38:07.128423,24,Brian,45,0,-45
4,2020-06-25,20:38:07.128423,24,Bornstein,125,50,-75
