,date,time,hand,Name,Ante/Bet,Winnings,Profit
1,2020-07-01,20:39:22.178845,14,Brian,180,310,130
3,2020-07-01,20:39:22.178845,14,Bornstein,170,205,35
4,2020-07-01,20:39:22.178845,14,Clyde,130,165,35
2,2020-07-01,20:39:22.178845,14,Judogi,85,0,-85
0,2020-07-01,20:39:22.178845,14,Bronislav,165,50,-115
