,date,time,hand,Name,Ante/Bet,Winnings,Profit
3,2020-07-01,22:51:00.331266,52,Judogi,450,540,90
4,2020-07-01,22:51:00.331266,52,Bornstein,610,700,90
0,2020-07-01,22:51:00.331266,52,Bronislav,715,785,70
1,2020-07-01,22:51:00.331266,52,Brian,460,525,65
5,2020-07-01,22:51:00.331266,52,Clyde,495,360,-135
2,2020-07-01,22:51:00.331266,52,Jeff,400,220,-180
