,date,time,hand,Name,Ante/Bet,Winnings,Profit
0,2020-06-23,17:58:41.058153,12,Tardie,95,210,115
3,2020-06-23,17:58:41.058153,12,Bornstein,105,210,105
1,2020-06-23,17:58:41.058153,12,Bartman,110,155,45
2,2020-06-23,17:58:41.058153,12,Jeff,110,155,45
5,2020-06-23,17:58:41.058153,12,Clyde,100,0,-100
6,2020-06-23,17:58:41.058153,12,Brian,100,0,-100
4,2020-06-23,17:58:41.058153,12,Judogi,110,0,-110
