,date,time,hand,Name,Ante/Bet,Winnings,Profit
2,2020-07-01,21:30:50.942952,30,Brian,265,310,45
4,2020-07-01,21:30:50.942952,30,Judogi,300,335,35
5,2020-07-01,21:30:50.942952,30,Bornstein,310,320,10
1,2020-07-01,21:30:50.942952,30,Bronislav,445,440,-5
3,2020-07-01,21:30:50.942952,30,Jeff,150,110,-40
0,2020-07-01,21:30:50.942952,30,Clyde,260,215,-45
