,date,time,hand,Name,Ante/Bet,Winnings,Profit
3,2020-06-25,20:30:14.857657,21,Bronislav,55,95,40
4,2020-06-25,20:30:14.857657,21,Clyde,70,100,30
1,2020-06-25,20:30:14.857657,21,Mr.Pink,55,50,-5
0,2020-06-25,20:30:14.857657,21,Bornstein,80,50,-30
2,2020-06-25,20:30:14.857657,21,Brian,35,0,-35
