,date,time,hand,Name,Ante/Bet,Winnings,Profit
3,2020-06-10,16:27:55.922580,3,Mr.Pink,10,30,20
0,2020-06-10,16:27:55.922580,3,Clyde,10,10,0
1,2020-06-10,16:27:55.922580,3,Bornstein,10,0,-10
2,2020-06-10,16:27:55.922580,3,Bartman,10,0,-10
