,date,time,hand,Name,Ante/Bet,Winnings,Profit
0,2020-06-10,13:26:07.664002,6,Bornstein,10,0,-10
1,2020-06-10,13:26:07.664002,6,Mr.Pink,10,0,-10
2,2020-06-10,13:26:07.664002,6,Clyde,10,0,-10
3,2020-06-10,13:26:07.664002,6,Bartman,10,0,-10
