,date,time,hand,Name,Ante/Bet,Winnings,Profit
3,2020-06-18,19:14:04.643719,4,Tardie,70,140,70
0,2020-06-18,19:14:04.643719,4,Bornstein,75,135,60
1,2020-06-18,19:14:04.643719,4,Mr.Pink,60,0,-60
2,2020-06-18,19:14:04.643719,4,Mercer,70,0,-70
